"","Area","Item","Element","Year","Value","Unit"
"148157","Southern Europe","Sugar cane","Biomass burned (dry matter)","1980","3828.5","tonnes"
"148158","Southern Europe","Sugar cane","Biomass burned (dry matter)","1981","3315.0","tonnes"
"148159","Southern Europe","Sugar cane","Biomass burned (dry matter)","1982","3055.0","tonnes"
"148160","Southern Europe","Sugar cane","Biomass burned (dry matter)","1983","2730.0","tonnes"
"148161","Southern Europe","Sugar cane","Biomass burned (dry matter)","1984","2684.5","tonnes"
"148162","Southern Europe","Sugar cane","Biomass burned (dry matter)","1985","2535.0","tonnes"
"148163","Southern Europe","Sugar cane","Biomass burned (dry matter)","1986","2249.0","tonnes"
"148164","Southern Europe","Sugar cane","Biomass burned (dry matter)","1987","1823.25","tonnes"
"148165","Southern Europe","Sugar cane","Biomass burned (dry matter)","1988","1625.65","tonnes"
"148166","Southern Europe","Sugar cane","Biomass burned (dry matter)","1989","1428.7","tonnes"
"148167","Southern Europe","Sugar cane","Biomass burned (dry matter)","1990","1425.45","tonnes"
"148168","Southern Europe","Sugar cane","Biomass burned (dry matter)","1991","1400.1","tonnes"
"148169","Southern Europe","Sugar cane","Biomass burned (dry matter)","1992","1401.4","tonnes"
"148170","Southern Europe","Sugar cane","Biomass burned (dry matter)","1993","1309.1","tonnes"
"148171","Southern Europe","Sugar cane","Biomass burned (dry matter)","1994","1097.85","tonnes"
"148172","Southern Europe","Sugar cane","Biomass burned (dry matter)","1995","946.4","tonnes"
"148173","Southern Europe","Sugar cane","Biomass burned (dry matter)","1996","779.35","tonnes"
"148174","Southern Europe","Sugar cane","Biomass burned (dry matter)","1997","818.35","tonnes"
"148175","Southern Europe","Sugar cane","Biomass burned (dry matter)","1998","858.65","tonnes"
"148176","Southern Europe","Sugar cane","Biomass burned (dry matter)","1999","877.5","tonnes"
"148177","Southern Europe","Sugar cane","Biomass burned (dry matter)","2000","726.7","tonnes"
"148178","Southern Europe","Sugar cane","Biomass burned (dry matter)","2001","661.05","tonnes"
"148179","Southern Europe","Sugar cane","Biomass burned (dry matter)","2002","605.8","tonnes"
"148180","Southern Europe","Sugar cane","Biomass burned (dry matter)","2003","747.5","tonnes"
"148181","Southern Europe","Sugar cane","Biomass burned (dry matter)","2004","744.25","tonnes"
"148182","Southern Europe","Sugar cane","Biomass burned (dry matter)","2005","431.6","tonnes"
"148183","Southern Europe","Sugar cane","Biomass burned (dry matter)","2006","228.8","tonnes"
"148184","Southern Europe","Sugar cane","Biomass burned (dry matter)","2007","45.5","tonnes"
"148185","Southern Europe","Sugar cane","Biomass burned (dry matter)","2008","39.0","tonnes"
"148186","Southern Europe","Sugar cane","Biomass burned (dry matter)","2009","40.95","tonnes"
"148187","Southern Europe","Sugar cane","Biomass burned (dry matter)","2010","42.25","tonnes"
"148188","Southern Europe","Sugar cane","Biomass burned (dry matter)","2011","40.3","tonnes"
"148189","Southern Europe","Sugar cane","Biomass burned (dry matter)","2012","42.9","tonnes"
"148190","Southern Europe","Sugar cane","Biomass burned (dry matter)","2013","45.5","tonnes"
"148191","Southern Europe","Sugar cane","Biomass burned (dry matter)","2014","44.2","tonnes"
"148192","Southern Europe","Sugar cane","Biomass burned (dry matter)","2015","44.85","tonnes"
"148193","Southern Europe","Sugar cane","Biomass burned (dry matter)","2016","51.35","tonnes"
"148194","Southern Europe","Sugar cane","Biomass burned (dry matter)","2017","52.65","tonnes"
"148195","Southern Europe","Sugar cane","Biomass burned (dry matter)","2030","68.8203","tonnes"
"148196","Southern Europe","Sugar cane","Biomass burned (dry matter)","2050","65.5432","tonnes"
"148197","Southern Europe","Sugar cane","Emissions (N2O)","1961","0.0003","kilotonnes"
"148198","Southern Europe","Sugar cane","Emissions (N2O)","1962","0.0003","kilotonnes"
"148199","Southern Europe","Sugar cane","Emissions (N2O)","1963","0.0003","kilotonnes"
"148200","Southern Europe","Sugar cane","Emissions (N2O)","1964","0.0003","kilotonnes"
"148201","Southern Europe","Sugar cane","Emissions (N2O)","1965","0.0003","kilotonnes"
"148202","Southern Europe","Sugar cane","Emissions (N2O)","1966","0.0003","kilotonnes"
"148203","Southern Europe","Sugar cane","Emissions (N2O)","1967","0.0003","kilotonnes"
"148204","Southern Europe","Sugar cane","Emissions (N2O)","1968","0.0003","kilotonnes"
"148205","Southern Europe","Sugar cane","Emissions (N2O)","1969","0.0003","kilotonnes"
"148206","Southern Europe","Sugar cane","Emissions (N2O)","1970","0.0003","kilotonnes"
"148207","Southern Europe","Sugar cane","Emissions (N2O)","1971","0.0003","kilotonnes"
"148208","Southern Europe","Sugar cane","Emissions (N2O)","1972","0.0003","kilotonnes"
"148209","Southern Europe","Sugar cane","Emissions (N2O)","1973","0.0003","kilotonnes"
"148210","Southern Europe","Sugar cane","Emissions (N2O)","1974","0.0002","kilotonnes"
"148211","Southern Europe","Sugar cane","Emissions (N2O)","1975","0.0002","kilotonnes"
"148212","Southern Europe","Sugar cane","Emissions (N2O)","1976","0.0002","kilotonnes"
"148213","Southern Europe","Sugar cane","Emissions (N2O)","1977","0.0003","kilotonnes"
"148214","Southern Europe","Sugar cane","Emissions (N2O)","1978","0.0002","kilotonnes"
"148215","Southern Europe","Sugar cane","Emissions (N2O)","1979","0.0003","kilotonnes"
"148216","Southern Europe","Sugar cane","Emissions (N2O)","1980","0.0003","kilotonnes"
"148217","Southern Europe","Sugar cane","Emissions (N2O)","1981","0.0002","kilotonnes"
"148218","Southern Europe","Sugar cane","Emissions (N2O)","1982","0.0002","kilotonnes"
"148219","Southern Europe","Sugar cane","Emissions (N2O)","1983","0.0002","kilotonnes"
"148220","Southern Europe","Sugar cane","Emissions (N2O)","1984","0.0002","kilotonnes"
"148221","Southern Europe","Sugar cane","Emissions (N2O)","1985","0.0002","kilotonnes"
"148222","Southern Europe","Sugar cane","Emissions (N2O)","1986","0.0002","kilotonnes"
"148223","Southern Europe","Sugar cane","Emissions (N2O)","1987","0.0001","kilotonnes"
"148224","Southern Europe","Sugar cane","Emissions (N2O)","1988","0.0001","kilotonnes"
"148225","Southern Europe","Sugar cane","Emissions (N2O)","1989","0.0001","kilotonnes"
"148226","Southern Europe","Sugar cane","Emissions (N2O)","1990","0.0001","kilotonnes"
"148227","Southern Europe","Sugar cane","Emissions (N2O)","1991","0.0001","kilotonnes"
"148228","Southern Europe","Sugar cane","Emissions (N2O)","1992","0.0001","kilotonnes"
"148229","Southern Europe","Sugar cane","Emissions (N2O)","1993","0.0001","kilotonnes"
"148230","Southern Europe","Sugar cane","Emissions (N2O)","1994","0.0001","kilotonnes"
"148231","Southern Europe","Sugar cane","Emissions (N2O)","1995","0.0001","kilotonnes"
"148232","Southern Europe","Sugar cane","Emissions (N2O)","1996","0.0001","kilotonnes"
"148233","Southern Europe","Sugar cane","Emissions (N2O)","1997","0.0001","kilotonnes"
"148234","Southern Europe","Sugar cane","Emissions (N2O)","1998","0.0001","kilotonnes"
"148235","Southern Europe","Sugar cane","Emissions (N2O)","1999","0.0001","kilotonnes"
"148236","Southern Europe","Sugar cane","Emissions (N2O)","2000","0.0001","kilotonnes"
"148237","Southern Europe","Sugar cane","Emissions (N2O)","2001","0.0","kilotonnes"
"148238","Southern Europe","Sugar cane","Emissions (N2O)","2002","0.0","kilotonnes"
"148239","Southern Europe","Sugar cane","Emissions (N2O)","2003","0.0001","kilotonnes"
"148240","Southern Europe","Sugar cane","Emissions (N2O)","2004","0.0001","kilotonnes"
"148241","Southern Europe","Sugar cane","Emissions (N2O)","2005","0.0","kilotonnes"
"148242","Southern Europe","Sugar cane","Emissions (N2O)","2006","0.0","kilotonnes"
"148243","Southern Europe","Sugar cane","Emissions (N2O)","2007","0.0","kilotonnes"
"148244","Southern Europe","Sugar cane","Emissions (N2O)","2008","0.0","kilotonnes"
"148245","Southern Europe","Sugar cane","Emissions (N2O)","2009","0.0","kilotonnes"
"148246","Southern Europe","Sugar cane","Emissions (N2O)","2010","0.0","kilotonnes"
"148247","Southern Europe","Sugar cane","Emissions (N2O)","2011","0.0","kilotonnes"
"148248","Southern Europe","Sugar cane","Emissions (N2O)","2012","0.0","kilotonnes"
"148249","Southern Europe","Sugar cane","Emissions (N2O)","2013","0.0","kilotonnes"
"148250","Southern Europe","Sugar cane","Emissions (N2O)","2014","0.0","kilotonnes"
"148251","Southern Europe","Sugar cane","Emissions (N2O)","2015","0.0","kilotonnes"
"148252","Southern Europe","Sugar cane","Emissions (N2O)","2016","0.0","kilotonnes"
"148253","Southern Europe","Sugar cane","Emissions (N2O)","2017","0.0","kilotonnes"
"148254","Southern Europe","Sugar cane","Emissions (N2O)","2030","0.0","kilotonnes"
"148255","Southern Europe","Sugar cane","Emissions (N2O)","2050","0.0","kilotonnes"
"148256","Southern Europe","Sugar cane","Emissions (CH4)","1961","0.0106","kilotonnes"
"148257","Southern Europe","Sugar cane","Emissions (CH4)","1962","0.0115","kilotonnes"
"148258","Southern Europe","Sugar cane","Emissions (CH4)","1963","0.0109","kilotonnes"
"148259","Southern Europe","Sugar cane","Emissions (CH4)","1964","0.0112","kilotonnes"
"148260","Southern Europe","Sugar cane","Emissions (CH4)","1965","0.011","kilotonnes"
"148261","Southern Europe","Sugar cane","Emissions (CH4)","1966","0.0117","kilotonnes"
"148262","Southern Europe","Sugar cane","Emissions (CH4)","1967","0.0119","kilotonnes"
"148263","Southern Europe","Sugar cane","Emissions (CH4)","1968","0.0119","kilotonnes"
"148264","Southern Europe","Sugar cane","Emissions (CH4)","1969","0.0118","kilotonnes"
"148265","Southern Europe","Sugar cane","Emissions (CH4)","1970","0.0117","kilotonnes"
"148266","Southern Europe","Sugar cane","Emissions (CH4)","1971","0.0119","kilotonnes"
"148267","Southern Europe","Sugar cane","Emissions (CH4)","1972","0.0109","kilotonnes"
"148268","Southern Europe","Sugar cane","Emissions (CH4)","1973","0.0103","kilotonnes"
"148269","Southern Europe","Sugar cane","Emissions (CH4)","1974","0.0096","kilotonnes"
"148270","Southern Europe","Sugar cane","Emissions (CH4)","1975","0.0088","kilotonnes"
"148271","Southern Europe","Sugar cane","Emissions (CH4)","1976","0.0093","kilotonnes"
"148272","Southern Europe","Sugar cane","Emissions (CH4)","1977","0.01","kilotonnes"
"148273","Southern Europe","Sugar cane","Emissions (CH4)","1978","0.0096","kilotonnes"
"148274","Southern Europe","Sugar cane","Emissions (CH4)","1979","0.0103","kilotonnes"
"148275","Southern Europe","Sugar cane","Emissions (CH4)","1980","0.0103","kilotonnes"
"148276","Southern Europe","Sugar cane","Emissions (CH4)","1981","0.009","kilotonnes"
"148277","Southern Europe","Sugar cane","Emissions (CH4)","1982","0.0082","kilotonnes"
"148278","Southern Europe","Sugar cane","Emissions (CH4)","1983","0.0074","kilotonnes"
"148279","Southern Europe","Sugar cane","Emissions (CH4)","1984","0.0072","kilotonnes"
"148280","Southern Europe","Sugar cane","Emissions (CH4)","1985","0.0068","kilotonnes"
"148281","Southern Europe","Sugar cane","Emissions (CH4)","1986","0.0061","kilotonnes"
"148282","Southern Europe","Sugar cane","Emissions (CH4)","1987","0.0049","kilotonnes"
"148283","Southern Europe","Sugar cane","Emissions (CH4)","1988","0.0044","kilotonnes"
"148284","Southern Europe","Sugar cane","Emissions (CH4)","1989","0.0039","kilotonnes"
"148285","Southern Europe","Sugar cane","Emissions (CH4)","1990","0.0038","kilotonnes"
"148286","Southern Europe","Sugar cane","Emissions (CH4)","1991","0.0038","kilotonnes"
"148287","Southern Europe","Sugar cane","Emissions (CH4)","1992","0.0038","kilotonnes"
"148288","Southern Europe","Sugar cane","Emissions (CH4)","1993","0.0035","kilotonnes"
"148289","Southern Europe","Sugar cane","Emissions (CH4)","1994","0.003","kilotonnes"
"148290","Southern Europe","Sugar cane","Emissions (CH4)","1995","0.0026","kilotonnes"
"148291","Southern Europe","Sugar cane","Emissions (CH4)","1996","0.0021","kilotonnes"
"148292","Southern Europe","Sugar cane","Emissions (CH4)","1997","0.0022","kilotonnes"
"148293","Southern Europe","Sugar cane","Emissions (CH4)","1998","0.0023","kilotonnes"
"148294","Southern Europe","Sugar cane","Emissions (CH4)","1999","0.0024","kilotonnes"
"148295","Southern Europe","Sugar cane","Emissions (CH4)","2000","0.002","kilotonnes"
"148296","Southern Europe","Sugar cane","Emissions (CH4)","2001","0.0018","kilotonnes"
"148297","Southern Europe","Sugar cane","Emissions (CH4)","2002","0.0016","kilotonnes"
"148298","Southern Europe","Sugar cane","Emissions (CH4)","2003","0.002","kilotonnes"
"148299","Southern Europe","Sugar cane","Emissions (CH4)","2004","0.002","kilotonnes"
"148300","Southern Europe","Sugar cane","Emissions (CH4)","2005","0.0012","kilotonnes"
"148301","Southern Europe","Sugar cane","Emissions (CH4)","2006","0.0006","kilotonnes"
"148302","Southern Europe","Sugar cane","Emissions (CH4)","2007","0.0001","kilotonnes"
"148303","Southern Europe","Sugar cane","Emissions (CH4)","2008","0.0001","kilotonnes"
"148304","Southern Europe","Sugar cane","Emissions (CH4)","2009","0.0001","kilotonnes"
"148305","Southern Europe","Sugar cane","Emissions (CH4)","2010","0.0001","kilotonnes"
"148306","Southern Europe","Sugar cane","Emissions (CH4)","2011","0.0001","kilotonnes"
"148307","Southern Europe","Sugar cane","Emissions (CH4)","2012","0.0001","kilotonnes"
"148308","Southern Europe","Sugar cane","Emissions (CH4)","2013","0.0001","kilotonnes"
"148309","Southern Europe","Sugar cane","Emissions (CH4)","2014","0.0001","kilotonnes"
"148310","Southern Europe","Sugar cane","Emissions (CH4)","2015","0.0001","kilotonnes"
"148311","Southern Europe","Sugar cane","Emissions (CH4)","2016","0.0001","kilotonnes"
"148312","Southern Europe","Sugar cane","Emissions (CH4)","2017","0.0001","kilotonnes"
"148313","Southern Europe","Sugar cane","Emissions (CH4)","2030","0.0002","kilotonnes"
"148314","Southern Europe","Sugar cane","Emissions (CH4)","2050","0.0002","kilotonnes"
"148315","Southern Europe","Wheat","Biomass burned (dry matter)","1961","4864416.0","tonnes"
"148316","Southern Europe","Wheat","Biomass burned (dry matter)","1962","5205886.8","tonnes"
"148317","Southern Europe","Wheat","Biomass burned (dry matter)","1963","5076764.8","tonnes"
"148318","Southern Europe","Wheat","Biomass burned (dry matter)","1964","5093304.4","tonnes"
"148319","Southern Europe","Wheat","Biomass burned (dry matter)","1965","4889864.4","tonnes"
"148320","Southern Europe","Wheat","Biomass burned (dry matter)","1966","4832549.2","tonnes"
"148321","Southern Europe","Wheat","Biomass burned (dry matter)","1967","4766822.4","tonnes"
"148322","Southern Europe","Wheat","Biomass burned (dry matter)","1968","4846000.0","tonnes"
"148323","Southern Europe","Wheat","Biomass burned (dry matter)","1969","4721058.0","tonnes"
"148324","Southern Europe","Wheat","Biomass burned (dry matter)","1970","4581267.2","tonnes"
"148325","Southern Europe","Wheat","Biomass burned (dry matter)","1971","4450642.8","tonnes"
"148326","Southern Europe","Wheat","Biomass burned (dry matter)","1972","4345537.6","tonnes"
"148327","Southern Europe","Wheat","Biomass burned (dry matter)","1973","3957444.8","tonnes"
"148328","Southern Europe","Wheat","Biomass burned (dry matter)","1974","4104427.2","tonnes"
"148329","Southern Europe","Wheat","Biomass burned (dry matter)","1975","3750033.6","tonnes"
"148330","Southern Europe","Wheat","Biomass burned (dry matter)","1976","3879498.8","tonnes"
"148331","Southern Europe","Wheat","Biomass burned (dry matter)","1977","3407138.0","tonnes"
"148332","Southern Europe","Wheat","Biomass burned (dry matter)","1978","3797498.4","tonnes"
"148333","Southern Europe","Wheat","Biomass burned (dry matter)","1979","3600810.8","tonnes"
"148334","Southern Europe","Wheat","Biomass burned (dry matter)","1980","3674969.2","tonnes"
"148335","Southern Europe","Wheat","Biomass burned (dry matter)","1981","3552745.2","tonnes"
"148336","Southern Europe","Wheat","Biomass burned (dry matter)","1982","3662302.0","tonnes"
"148337","Southern Europe","Wheat","Biomass burned (dry matter)","1983","3621666.4","tonnes"
"148338","Southern Europe","Wheat","Biomass burned (dry matter)","1984","3355693.6","tonnes"
"148339","Southern Europe","Wheat","Biomass burned (dry matter)","1985","3114400.4","tonnes"
"148340","Southern Europe","Wheat","Biomass burned (dry matter)","1986","3208686.8","tonnes"
"148341","Southern Europe","Wheat","Biomass burned (dry matter)","1987","3285428.4","tonnes"
"148342","Southern Europe","Wheat","Biomass burned (dry matter)","1988","3243756.0","tonnes"
"148343","Southern Europe","Wheat","Biomass burned (dry matter)","1989","3275718.4","tonnes"
"148344","Southern Europe","Wheat","Biomass burned (dry matter)","1990","3076140.8","tonnes"
"148345","Southern Europe","Wheat","Biomass burned (dry matter)","1991","3162938.4","tonnes"
"148346","Southern Europe","Wheat","Biomass burned (dry matter)","1992","2872364.8","tonnes"
"148347","Southern Europe","Wheat","Biomass burned (dry matter)","1993","2801652.0","tonnes"
"148348","Southern Europe","Wheat","Biomass burned (dry matter)","1994","2800150.0","tonnes"
"148349","Southern Europe","Wheat","Biomass burned (dry matter)","1995","2886905.6","tonnes"
"148350","Southern Europe","Wheat","Biomass burned (dry matter)","1996","2655397.6","tonnes"
"148351","Southern Europe","Wheat","Biomass burned (dry matter)","1997","2790008.4","tonnes"
"148352","Southern Europe","Wheat","Biomass burned (dry matter)","1998","2668478.0","tonnes"
"148353","Southern Europe","Wheat","Biomass burned (dry matter)","1999","2798684.0","tonnes"
"148354","Southern Europe","Wheat","Biomass burned (dry matter)","2000","2789256.8","tonnes"
"148355","Southern Europe","Wheat","Biomass burned (dry matter)","2001","2705989.6","tonnes"
"148356","Southern Europe","Wheat","Biomass burned (dry matter)","2002","2848000.0","tonnes"
"148357","Southern Europe","Wheat","Biomass burned (dry matter)","2003","2605609.2","tonnes"
"148358","Southern Europe","Wheat","Biomass burned (dry matter)","2004","2666259.2","tonnes"
"148359","Southern Europe","Wheat","Biomass burned (dry matter)","2005","2549414.4","tonnes"
"148360","Southern Europe","Wheat","Biomass burned (dry matter)","2006","2290042.4","tonnes"
"148361","Southern Europe","Wheat","Biomass burned (dry matter)","2007","2276777.2","tonnes"
"148362","Southern Europe","Wheat","Biomass burned (dry matter)","2008","2442887.6","tonnes"
"148363","Southern Europe","Wheat","Biomass burned (dry matter)","2009","2188927.6","tonnes"
"148364","Southern Europe","Wheat","Biomass burned (dry matter)","2010","2187919.2","tonnes"
"148365","Southern Europe","Wheat","Biomass burned (dry matter)","2011","2134920.8","tonnes"
"148366","Southern Europe","Wheat","Biomass burned (dry matter)","2012","2330736.8","tonnes"
"148367","Southern Europe","Wheat","Biomass burned (dry matter)","2013","2331873.2","tonnes"
"148368","Southern Europe","Wheat","Biomass burned (dry matter)","2014","2267327.2","tonnes"
"148369","Southern Europe","Wheat","Biomass burned (dry matter)","2015","2227278.0","tonnes"
"148370","Southern Europe","Wheat","Biomass burned (dry matter)","2016","2307837.6","tonnes"
"148371","Southern Europe","Wheat","Biomass burned (dry matter)","2017","2124683.6","tonnes"
"148372","Southern Europe","Wheat","Biomass burned (dry matter)","2018","2134684.8","tonnes"
"148373","Southern Europe","Wheat","Biomass burned (dry matter)","2019","1998816.4","tonnes"
"148374","Southern Europe","Wheat","Biomass burned (dry matter)","2020","1985014.4","tonnes"
"148375","Southern Europe","Wheat","Biomass burned (dry matter)","2030","2360676.3789","tonnes"
"148376","Southern Europe","Wheat","Biomass burned (dry matter)","2050","2344197.1936","tonnes"
"148377","Southern Europe","Wheat","Emissions (N2O)","1961","0.3405","kilotonnes"
"148378","Southern Europe","Wheat","Emissions (N2O)","1962","0.3644","kilotonnes"
"148379","Southern Europe","Wheat","Emissions (N2O)","1963","0.3554","kilotonnes"
"148380","Southern Europe","Wheat","Emissions (N2O)","1964","0.3565","kilotonnes"
"148381","Southern Europe","Wheat","Emissions (N2O)","1965","0.3423","kilotonnes"
"148382","Southern Europe","Wheat","Emissions (N2O)","1966","0.3383","kilotonnes"
"148383","Southern Europe","Wheat","Emissions (N2O)","1967","0.3337","kilotonnes"
"148384","Southern Europe","Wheat","Emissions (N2O)","1968","0.3392","kilotonnes"
"148385","Southern Europe","Wheat","Emissions (N2O)","1969","0.3305","kilotonnes"
"148386","Southern Europe","Wheat","Emissions (N2O)","1970","0.3207","kilotonnes"
"148387","Southern Europe","Wheat","Emissions (N2O)","1971","0.3115","kilotonnes"
"148388","Southern Europe","Wheat","Emissions (N2O)","1972","0.3042","kilotonnes"
"148389","Southern Europe","Wheat","Emissions (N2O)","1973","0.277","kilotonnes"
"148390","Southern Europe","Wheat","Emissions (N2O)","1974","0.2873","kilotonnes"
"148391","Southern Europe","Wheat","Emissions (N2O)","1975","0.2625","kilotonnes"
"148392","Southern Europe","Wheat","Emissions (N2O)","1976","0.2716","kilotonnes"
"148393","Southern Europe","Wheat","Emissions (N2O)","1977","0.2385","kilotonnes"
"148394","Southern Europe","Wheat","Emissions (N2O)","1978","0.2658","kilotonnes"
"148395","Southern Europe","Wheat","Emissions (N2O)","1979","0.2521","kilotonnes"
"148396","Southern Europe","Wheat","Emissions (N2O)","1980","0.2572","kilotonnes"
"148397","Southern Europe","Wheat","Emissions (N2O)","1981","0.2487","kilotonnes"
"148398","Southern Europe","Wheat","Emissions (N2O)","1982","0.2564","kilotonnes"
"148399","Southern Europe","Wheat","Emissions (N2O)","1983","0.2535","kilotonnes"
"148400","Southern Europe","Wheat","Emissions (N2O)","1984","0.2349","kilotonnes"
"148401","Southern Europe","Wheat","Emissions (N2O)","1985","0.218","kilotonnes"
"148402","Southern Europe","Wheat","Emissions (N2O)","1986","0.2246","kilotonnes"
"148403","Southern Europe","Wheat","Emissions (N2O)","1987","0.23","kilotonnes"
"148404","Southern Europe","Wheat","Emissions (N2O)","1988","0.2271","kilotonnes"
"148405","Southern Europe","Wheat","Emissions (N2O)","1989","0.2293","kilotonnes"
"148406","Southern Europe","Wheat","Emissions (N2O)","1990","0.2153","kilotonnes"
"148407","Southern Europe","Wheat","Emissions (N2O)","1991","0.2214","kilotonnes"
"148408","Southern Europe","Wheat","Emissions (N2O)","1992","0.2011","kilotonnes"
"148409","Southern Europe","Wheat","Emissions (N2O)","1993","0.1961","kilotonnes"
"148410","Southern Europe","Wheat","Emissions (N2O)","1994","0.196","kilotonnes"
"148411","Southern Europe","Wheat","Emissions (N2O)","1995","0.2021","kilotonnes"
"148412","Southern Europe","Wheat","Emissions (N2O)","1996","0.1859","kilotonnes"
"148413","Southern Europe","Wheat","Emissions (N2O)","1997","0.1953","kilotonnes"
"148414","Southern Europe","Wheat","Emissions (N2O)","1998","0.1868","kilotonnes"
"148415","Southern Europe","Wheat","Emissions (N2O)","1999","0.1959","kilotonnes"
"148416","Southern Europe","Wheat","Emissions (N2O)","2000","0.1952","kilotonnes"
"148417","Southern Europe","Wheat","Emissions (N2O)","2001","0.1894","kilotonnes"
"148418","Southern Europe","Wheat","Emissions (N2O)","2002","0.1994","kilotonnes"
"148419","Southern Europe","Wheat","Emissions (N2O)","2003","0.1824","kilotonnes"
"148420","Southern Europe","Wheat","Emissions (N2O)","2004","0.1866","kilotonnes"
"148421","Southern Europe","Wheat","Emissions (N2O)","2005","0.1785","kilotonnes"
"148422","Southern Europe","Wheat","Emissions (N2O)","2006","0.1603","kilotonnes"
"148423","Southern Europe","Wheat","Emissions (N2O)","2007","0.1594","kilotonnes"
"148424","Southern Europe","Wheat","Emissions (N2O)","2008","0.171","kilotonnes"
"148425","Southern Europe","Wheat","Emissions (N2O)","2009","0.1532","kilotonnes"
"148426","Southern Europe","Wheat","Emissions (N2O)","2010","0.1532","kilotonnes"
"148427","Southern Europe","Wheat","Emissions (N2O)","2011","0.1494","kilotonnes"
"148428","Southern Europe","Wheat","Emissions (N2O)","2012","0.1632","kilotonnes"
"148429","Southern Europe","Wheat","Emissions (N2O)","2013","0.1632","kilotonnes"
"148430","Southern Europe","Wheat","Emissions (N2O)","2014","0.1587","kilotonnes"
"148431","Southern Europe","Wheat","Emissions (N2O)","2015","0.1559","kilotonnes"
"148432","Southern Europe","Wheat","Emissions (N2O)","2016","0.1615","kilotonnes"
"148433","Southern Europe","Wheat","Emissions (N2O)","2017","0.1487","kilotonnes"
"148434","Southern Europe","Wheat","Emissions (N2O)","2018","0.1494","kilotonnes"
"148435","Southern Europe","Wheat","Emissions (N2O)","2019","0.1399","kilotonnes"
"148436","Southern Europe","Wheat","Emissions (N2O)","2020","0.139","kilotonnes"
"148437","Southern Europe","Wheat","Emissions (N2O)","2030","0.1652","kilotonnes"
"148438","Southern Europe","Wheat","Emissions (N2O)","2050","0.1641","kilotonnes"
"148439","Southern Europe","Wheat","Emissions (CH4)","1961","13.1339","kilotonnes"
"148440","Southern Europe","Wheat","Emissions (CH4)","1962","14.0559","kilotonnes"
"148441","Southern Europe","Wheat","Emissions (CH4)","1963","13.7073","kilotonnes"
"148442","Southern Europe","Wheat","Emissions (CH4)","1964","13.7519","kilotonnes"
"148443","Southern Europe","Wheat","Emissions (CH4)","1965","13.2026","kilotonnes"
"148444","Southern Europe","Wheat","Emissions (CH4)","1966","13.0479","kilotonnes"
"148445","Southern Europe","Wheat","Emissions (CH4)","1967","12.8704","kilotonnes"
"148446","Southern Europe","Wheat","Emissions (CH4)","1968","13.0842","kilotonnes"
"148447","Southern Europe","Wheat","Emissions (CH4)","1969","12.7469","kilotonnes"
"148448","Southern Europe","Wheat","Emissions (CH4)","1970","12.3694","kilotonnes"
"148449","Southern Europe","Wheat","Emissions (CH4)","1971","12.0167","kilotonnes"
"148450","Southern Europe","Wheat","Emissions (CH4)","1972","11.733","kilotonnes"
"148451","Southern Europe","Wheat","Emissions (CH4)","1973","10.6851","kilotonnes"
"148452","Southern Europe","Wheat","Emissions (CH4)","1974","11.082","kilotonnes"
"148453","Southern Europe","Wheat","Emissions (CH4)","1975","10.1251","kilotonnes"
"148454","Southern Europe","Wheat","Emissions (CH4)","1976","10.4746","kilotonnes"
"148455","Southern Europe","Wheat","Emissions (CH4)","1977","9.1993","kilotonnes"
"148456","Southern Europe","Wheat","Emissions (CH4)","1978","10.2532","kilotonnes"
"148457","Southern Europe","Wheat","Emissions (CH4)","1979","9.7222","kilotonnes"
"148458","Southern Europe","Wheat","Emissions (CH4)","1980","9.9224","kilotonnes"
"148459","Southern Europe","Wheat","Emissions (CH4)","1981","9.5924","kilotonnes"
"148460","Southern Europe","Wheat","Emissions (CH4)","1982","9.8882","kilotonnes"
"148461","Southern Europe","Wheat","Emissions (CH4)","1983","9.7785","kilotonnes"
"148462","Southern Europe","Wheat","Emissions (CH4)","1984","9.0604","kilotonnes"
"148463","Southern Europe","Wheat","Emissions (CH4)","1985","8.4089","kilotonnes"
"148464","Southern Europe","Wheat","Emissions (CH4)","1986","8.6635","kilotonnes"
"148465","Southern Europe","Wheat","Emissions (CH4)","1987","8.8707","kilotonnes"
"148466","Southern Europe","Wheat","Emissions (CH4)","1988","8.7581","kilotonnes"
"148467","Southern Europe","Wheat","Emissions (CH4)","1989","8.8444","kilotonnes"
"148468","Southern Europe","Wheat","Emissions (CH4)","1990","8.3056","kilotonnes"
"148469","Southern Europe","Wheat","Emissions (CH4)","1991","8.5399","kilotonnes"
"148470","Southern Europe","Wheat","Emissions (CH4)","1992","7.7554","kilotonnes"
"148471","Southern Europe","Wheat","Emissions (CH4)","1993","7.5645","kilotonnes"
"148472","Southern Europe","Wheat","Emissions (CH4)","1994","7.5604","kilotonnes"
"148473","Southern Europe","Wheat","Emissions (CH4)","1995","7.7946","kilotonnes"
"148474","Southern Europe","Wheat","Emissions (CH4)","1996","7.1696","kilotonnes"
"148475","Southern Europe","Wheat","Emissions (CH4)","1997","7.533","kilotonnes"
"148476","Southern Europe","Wheat","Emissions (CH4)","1998","7.2049","kilotonnes"
"148477","Southern Europe","Wheat","Emissions (CH4)","1999","7.5564","kilotonnes"
"148478","Southern Europe","Wheat","Emissions (CH4)","2000","7.531","kilotonnes"
