"","Area","Item","Element","Year","Value","Unit"
"131330","Eastern Africa","All Crops","Biomass burned (dry matter)","2019","17985745.5","tonnes"
"131331","Eastern Africa","All Crops","Biomass burned (dry matter)","2020","20477323.1","tonnes"
"131332","Eastern Africa","All Crops","Biomass burned (dry matter)","2030","19409347.5113","tonnes"
"131333","Eastern Africa","All Crops","Biomass burned (dry matter)","2050","21814871.4419","tonnes"
"131334","Eastern Africa","All Crops","Emissions (N2O)","1961","0.4731","kilotonnes"
"131335","Eastern Africa","All Crops","Emissions (N2O)","1962","0.4826","kilotonnes"
"131336","Eastern Africa","All Crops","Emissions (N2O)","1963","0.4989","kilotonnes"
"131337","Eastern Africa","All Crops","Emissions (N2O)","1964","0.5097","kilotonnes"
"131338","Eastern Africa","All Crops","Emissions (N2O)","1965","0.5458","kilotonnes"
"131339","Eastern Africa","All Crops","Emissions (N2O)","1966","0.5629","kilotonnes"
"131340","Eastern Africa","All Crops","Emissions (N2O)","1967","0.5677","kilotonnes"
"131341","Eastern Africa","All Crops","Emissions (N2O)","1968","0.5869","kilotonnes"
"131342","Eastern Africa","All Crops","Emissions (N2O)","1969","0.6038","kilotonnes"
"131343","Eastern Africa","All Crops","Emissions (N2O)","1970","0.5835","kilotonnes"
"131344","Eastern Africa","All Crops","Emissions (N2O)","1971","0.5953","kilotonnes"
"131345","Eastern Africa","All Crops","Emissions (N2O)","1972","0.6322","kilotonnes"
"131346","Eastern Africa","All Crops","Emissions (N2O)","1973","0.6268","kilotonnes"
"131347","Eastern Africa","All Crops","Emissions (N2O)","1974","0.6671","kilotonnes"
"131348","Eastern Africa","All Crops","Emissions (N2O)","1975","0.6446","kilotonnes"
"131349","Eastern Africa","All Crops","Emissions (N2O)","1976","0.6758","kilotonnes"
"131350","Eastern Africa","All Crops","Emissions (N2O)","1977","0.6481","kilotonnes"
"131351","Eastern Africa","All Crops","Emissions (N2O)","1978","0.6635","kilotonnes"
"131352","Eastern Africa","All Crops","Emissions (N2O)","1979","0.6172","kilotonnes"
"131353","Eastern Africa","All Crops","Emissions (N2O)","1980","0.6379","kilotonnes"
"131354","Eastern Africa","All Crops","Emissions (N2O)","1981","0.6372","kilotonnes"
"131355","Eastern Africa","All Crops","Emissions (N2O)","1982","0.6517","kilotonnes"
"131356","Eastern Africa","All Crops","Emissions (N2O)","1983","0.6684","kilotonnes"
"131357","Eastern Africa","All Crops","Emissions (N2O)","1984","0.6605","kilotonnes"
"131358","Eastern Africa","All Crops","Emissions (N2O)","1985","0.7168","kilotonnes"
"131359","Eastern Africa","All Crops","Emissions (N2O)","1986","0.7549","kilotonnes"
"131360","Eastern Africa","All Crops","Emissions (N2O)","1987","0.7439","kilotonnes"
"131361","Eastern Africa","All Crops","Emissions (N2O)","1988","0.7804","kilotonnes"
"131362","Eastern Africa","All Crops","Emissions (N2O)","1989","0.8074","kilotonnes"
"131363","Eastern Africa","All Crops","Emissions (N2O)","1990","0.7839","kilotonnes"
"131364","Eastern Africa","All Crops","Emissions (N2O)","1991","0.762","kilotonnes"
"131365","Eastern Africa","All Crops","Emissions (N2O)","1992","0.7323","kilotonnes"
"131366","Eastern Africa","All Crops","Emissions (N2O)","1993","0.7421","kilotonnes"
"131367","Eastern Africa","All Crops","Emissions (N2O)","1994","0.7908","kilotonnes"
"131368","Eastern Africa","All Crops","Emissions (N2O)","1995","0.7968","kilotonnes"
"131369","Eastern Africa","All Crops","Emissions (N2O)","1996","0.8656","kilotonnes"
"131370","Eastern Africa","All Crops","Emissions (N2O)","1997","0.855","kilotonnes"
"131371","Eastern Africa","All Crops","Emissions (N2O)","1998","0.8713","kilotonnes"
"131372","Eastern Africa","All Crops","Emissions (N2O)","1999","0.8319","kilotonnes"
"131373","Eastern Africa","All Crops","Emissions (N2O)","2000","0.8373","kilotonnes"
"131374","Eastern Africa","All Crops","Emissions (N2O)","2001","0.8454","kilotonnes"
"131375","Eastern Africa","All Crops","Emissions (N2O)","2002","0.9116","kilotonnes"
"131376","Eastern Africa","All Crops","Emissions (N2O)","2003","1.0727","kilotonnes"
"131377","Eastern Africa","All Crops","Emissions (N2O)","2004","1.0534","kilotonnes"
"131378","Eastern Africa","All Crops","Emissions (N2O)","2005","1.1596","kilotonnes"
"131379","Eastern Africa","All Crops","Emissions (N2O)","2006","1.1227","kilotonnes"
"131380","Eastern Africa","All Crops","Emissions (N2O)","2007","1.0877","kilotonnes"
"131381","Eastern Africa","All Crops","Emissions (N2O)","2008","1.2589","kilotonnes"
"131382","Eastern Africa","All Crops","Emissions (N2O)","2009","1.1891","kilotonnes"
"131383","Eastern Africa","All Crops","Emissions (N2O)","2010","1.2506","kilotonnes"
"131384","Eastern Africa","All Crops","Emissions (N2O)","2011","1.2948","kilotonnes"
"131385","Eastern Africa","All Crops","Emissions (N2O)","2012","1.3541","kilotonnes"
"131386","Eastern Africa","All Crops","Emissions (N2O)","2013","1.3524","kilotonnes"
"131387","Eastern Africa","All Crops","Emissions (N2O)","2014","1.3503","kilotonnes"
"131388","Eastern Africa","All Crops","Emissions (N2O)","2015","1.3078","kilotonnes"
"131389","Eastern Africa","All Crops","Emissions (N2O)","2016","1.352","kilotonnes"
"131390","Eastern Africa","All Crops","Emissions (N2O)","2017","1.3633","kilotonnes"
"131391","Eastern Africa","All Crops","Emissions (N2O)","2018","1.3212","kilotonnes"
"131392","Eastern Africa","All Crops","Emissions (N2O)","2019","1.259","kilotonnes"
"131393","Eastern Africa","All Crops","Emissions (N2O)","2020","1.4334","kilotonnes"
"131394","Eastern Africa","All Crops","Emissions (N2O)","2030","1.3587","kilotonnes"
"131395","Eastern Africa","All Crops","Emissions (N2O)","2050","1.527","kilotonnes"
"131396","Eastern Africa","All Crops","Emissions (CH4)","1961","18.2486","kilotonnes"
"131397","Eastern Africa","All Crops","Emissions (CH4)","1962","18.6151","kilotonnes"
"131398","Eastern Africa","All Crops","Emissions (CH4)","1963","19.2434","kilotonnes"
"131399","Eastern Africa","All Crops","Emissions (CH4)","1964","19.6583","kilotonnes"
"131400","Eastern Africa","All Crops","Emissions (CH4)","1965","21.0533","kilotonnes"
"131401","Eastern Africa","All Crops","Emissions (CH4)","1966","21.7133","kilotonnes"
"131402","Eastern Africa","All Crops","Emissions (CH4)","1967","21.8957","kilotonnes"
"131403","Eastern Africa","All Crops","Emissions (CH4)","1968","22.6379","kilotonnes"
"131404","Eastern Africa","All Crops","Emissions (CH4)","1969","23.2877","kilotonnes"
"131405","Eastern Africa","All Crops","Emissions (CH4)","1970","22.5049","kilotonnes"
"131406","Eastern Africa","All Crops","Emissions (CH4)","1971","22.9601","kilotonnes"
"131407","Eastern Africa","All Crops","Emissions (CH4)","1972","24.3839","kilotonnes"
"131408","Eastern Africa","All Crops","Emissions (CH4)","1973","24.1747","kilotonnes"
"131409","Eastern Africa","All Crops","Emissions (CH4)","1974","25.7329","kilotonnes"
"131410","Eastern Africa","All Crops","Emissions (CH4)","1975","24.8619","kilotonnes"
"131411","Eastern Africa","All Crops","Emissions (CH4)","1976","26.0658","kilotonnes"
"131412","Eastern Africa","All Crops","Emissions (CH4)","1977","24.9985","kilotonnes"
"131413","Eastern Africa","All Crops","Emissions (CH4)","1978","25.5932","kilotonnes"
"131414","Eastern Africa","All Crops","Emissions (CH4)","1979","23.8058","kilotonnes"
"131415","Eastern Africa","All Crops","Emissions (CH4)","1980","24.604","kilotonnes"
"131416","Eastern Africa","All Crops","Emissions (CH4)","1981","24.578","kilotonnes"
"131417","Eastern Africa","All Crops","Emissions (CH4)","1982","25.1382","kilotonnes"
"131418","Eastern Africa","All Crops","Emissions (CH4)","1983","25.7793","kilotonnes"
"131419","Eastern Africa","All Crops","Emissions (CH4)","1984","25.4781","kilotonnes"
"131420","Eastern Africa","All Crops","Emissions (CH4)","1985","27.6471","kilotonnes"
"131421","Eastern Africa","All Crops","Emissions (CH4)","1986","29.1162","kilotonnes"
"131422","Eastern Africa","All Crops","Emissions (CH4)","1987","28.6925","kilotonnes"
"131423","Eastern Africa","All Crops","Emissions (CH4)","1988","30.102","kilotonnes"
"131424","Eastern Africa","All Crops","Emissions (CH4)","1989","31.1443","kilotonnes"
"131425","Eastern Africa","All Crops","Emissions (CH4)","1990","30.236","kilotonnes"
"131426","Eastern Africa","All Crops","Emissions (CH4)","1991","29.3898","kilotonnes"
"131427","Eastern Africa","All Crops","Emissions (CH4)","1992","28.2452","kilotonnes"
"131428","Eastern Africa","All Crops","Emissions (CH4)","1993","28.6231","kilotonnes"
"131429","Eastern Africa","All Crops","Emissions (CH4)","1994","30.5015","kilotonnes"
"131430","Eastern Africa","All Crops","Emissions (CH4)","1995","30.7348","kilotonnes"
"131431","Eastern Africa","All Crops","Emissions (CH4)","1996","33.3863","kilotonnes"
"131432","Eastern Africa","All Crops","Emissions (CH4)","1997","32.9797","kilotonnes"
"131433","Eastern Africa","All Crops","Emissions (CH4)","1998","33.6061","kilotonnes"
"131434","Eastern Africa","All Crops","Emissions (CH4)","1999","32.0886","kilotonnes"
"131435","Eastern Africa","All Crops","Emissions (CH4)","2000","32.2944","kilotonnes"
"131436","Eastern Africa","All Crops","Emissions (CH4)","2001","32.6096","kilotonnes"
"131437","Eastern Africa","All Crops","Emissions (CH4)","2002","35.1613","kilotonnes"
"131438","Eastern Africa","All Crops","Emissions (CH4)","2003","41.3755","kilotonnes"
"131439","Eastern Africa","All Crops","Emissions (CH4)","2004","40.6312","kilotonnes"
"131440","Eastern Africa","All Crops","Emissions (CH4)","2005","44.7285","kilotonnes"
"131441","Eastern Africa","All Crops","Emissions (CH4)","2006","43.3035","kilotonnes"
"131442","Eastern Africa","All Crops","Emissions (CH4)","2007","41.9542","kilotonnes"
"131443","Eastern Africa","All Crops","Emissions (CH4)","2008","48.5566","kilotonnes"
"131444","Eastern Africa","All Crops","Emissions (CH4)","2009","45.864","kilotonnes"
"131445","Eastern Africa","All Crops","Emissions (CH4)","2010","48.2371","kilotonnes"
"131446","Eastern Africa","All Crops","Emissions (CH4)","2011","49.9414","kilotonnes"
"131447","Eastern Africa","All Crops","Emissions (CH4)","2012","52.2292","kilotonnes"
"131448","Eastern Africa","All Crops","Emissions (CH4)","2013","52.1651","kilotonnes"
"131449","Eastern Africa","All Crops","Emissions (CH4)","2014","52.083","kilotonnes"
"131450","Eastern Africa","All Crops","Emissions (CH4)","2015","50.4446","kilotonnes"
"131451","Eastern Africa","All Crops","Emissions (CH4)","2016","52.1467","kilotonnes"
"131452","Eastern Africa","All Crops","Emissions (CH4)","2017","52.5842","kilotonnes"
"131453","Eastern Africa","All Crops","Emissions (CH4)","2018","50.9591","kilotonnes"
"131454","Eastern Africa","All Crops","Emissions (CH4)","2019","48.5615","kilotonnes"
"131455","Eastern Africa","All Crops","Emissions (CH4)","2020","55.2888","kilotonnes"
"131456","Eastern Africa","All Crops","Emissions (CH4)","2030","52.4052","kilotonnes"
"131457","Eastern Africa","All Crops","Emissions (CH4)","2050","58.9002","kilotonnes"
"131458","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1961","5658583.0","tonnes"
"131459","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1962","5758390.0","tonnes"
"131460","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1963","5960020.0","tonnes"
"131461","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1964","6105595.0","tonnes"
"131462","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1965","6630997.0","tonnes"
"131463","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1966","6741725.0","tonnes"
"131464","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1967","6790093.0","tonnes"
"131465","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1968","7015821.0","tonnes"
"131466","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1969","7245509.0","tonnes"
"131467","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1970","6891659.0","tonnes"
"131468","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1971","7037804.0","tonnes"
"131469","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1972","7539769.0","tonnes"
"131470","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1973","7604149.0","tonnes"
"131471","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1974","8145696.0","tonnes"
"131472","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1975","7803035.0","tonnes"
"131473","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1976","8294476.0","tonnes"
"131474","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1977","7851215.0","tonnes"
"131475","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1978","8088193.0","tonnes"
"131476","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1979","7402235.0","tonnes"
"131477","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1980","7678139.0","tonnes"
"131478","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1981","7649707.0","tonnes"
"131479","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1982","7790908.0","tonnes"
"131480","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1983","8061771.0","tonnes"
"131481","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1984","7975791.0","tonnes"
"131482","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1985","8748655.0","tonnes"
"131483","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1986","9223790.0","tonnes"
"131484","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1987","9109357.0","tonnes"
"131485","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1988","9622802.5","tonnes"
"131486","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1989","9948976.0","tonnes"
"131487","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1990","9613243.0","tonnes"
"131488","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1991","9342622.0","tonnes"
"131489","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1992","8969316.0","tonnes"
"131490","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1993","9021873.0","tonnes"
"131491","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1994","9690915.0","tonnes"
"131492","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1995","9708658.0","tonnes"
"131493","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1996","10532750.0","tonnes"
"131494","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1997","10426188.0","tonnes"
"131495","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1998","10509375.0","tonnes"
"131496","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","1999","10015722.0","tonnes"
"131497","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2000","10054847.0","tonnes"
"131498","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2001","10122400.0","tonnes"
"131499","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2002","10951649.0","tonnes"
"131500","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2003","13257335.0","tonnes"
"131501","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2004","12998109.0","tonnes"
"131502","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2005","14199539.0","tonnes"
"131503","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2006","13635599.0","tonnes"
"131504","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2007","13171944.0","tonnes"
"131505","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2008","15500616.0","tonnes"
"131506","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2009","14411394.0","tonnes"
"131507","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2010","15148796.0","tonnes"
"131508","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2011","15869929.0","tonnes"
"131509","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2012","16673764.0","tonnes"
"131510","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2013","16711306.0","tonnes"
"131511","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2014","16659956.0","tonnes"
"131512","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2015","16089830.0","tonnes"
"131513","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2016","16689296.0","tonnes"
"131514","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2017","16931966.0","tonnes"
"131515","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2018","15896385.0","tonnes"
"131516","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2019","14913936.0","tonnes"
"131517","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2020","17067012.0","tonnes"
"131518","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2030","15780302.6352","tonnes"
"131519","Eastern Africa","Maize (corn)","Biomass burned (dry matter)","2050","17167312.2408","tonnes"
"131520","Eastern Africa","Maize (corn)","Emissions (N2O)","1961","0.3961","kilotonnes"
"131521","Eastern Africa","Maize (corn)","Emissions (N2O)","1962","0.4031","kilotonnes"
"131522","Eastern Africa","Maize (corn)","Emissions (N2O)","1963","0.4172","kilotonnes"
"131523","Eastern Africa","Maize (corn)","Emissions (N2O)","1964","0.4274","kilotonnes"
"131524","Eastern Africa","Maize (corn)","Emissions (N2O)","1965","0.4642","kilotonnes"
"131525","Eastern Africa","Maize (corn)","Emissions (N2O)","1966","0.4719","kilotonnes"
"131526","Eastern Africa","Maize (corn)","Emissions (N2O)","1967","0.4753","kilotonnes"
"131527","Eastern Africa","Maize (corn)","Emissions (N2O)","1968","0.4911","kilotonnes"
"131528","Eastern Africa","Maize (corn)","Emissions (N2O)","1969","0.5072","kilotonnes"
"131529","Eastern Africa","Maize (corn)","Emissions (N2O)","1970","0.4824","kilotonnes"
"131530","Eastern Africa","Maize (corn)","Emissions (N2O)","1971","0.4926","kilotonnes"
"131531","Eastern Africa","Maize (corn)","Emissions (N2O)","1972","0.5278","kilotonnes"
"131532","Eastern Africa","Maize (corn)","Emissions (N2O)","1973","0.5323","kilotonnes"
"131533","Eastern Africa","Maize (corn)","Emissions (N2O)","1974","0.5702","kilotonnes"
"131534","Eastern Africa","Maize (corn)","Emissions (N2O)","1975","0.5462","kilotonnes"
"131535","Eastern Africa","Maize (corn)","Emissions (N2O)","1976","0.5806","kilotonnes"
"131536","Eastern Africa","Maize (corn)","Emissions (N2O)","1977","0.5496","kilotonnes"
"131537","Eastern Africa","Maize (corn)","Emissions (N2O)","1978","0.5662","kilotonnes"
"131538","Eastern Africa","Maize (corn)","Emissions (N2O)","1979","0.5182","kilotonnes"
"131539","Eastern Africa","Maize (corn)","Emissions (N2O)","1980","0.5375","kilotonnes"
"131540","Eastern Africa","Maize (corn)","Emissions (N2O)","1981","0.5355","kilotonnes"
"131541","Eastern Africa","Maize (corn)","Emissions (N2O)","1982","0.5454","kilotonnes"
"131542","Eastern Africa","Maize (corn)","Emissions (N2O)","1983","0.5643","kilotonnes"
"131543","Eastern Africa","Maize (corn)","Emissions (N2O)","1984","0.5583","kilotonnes"
"131544","Eastern Africa","Maize (corn)","Emissions (N2O)","1985","0.6124","kilotonnes"
"131545","Eastern Africa","Maize (corn)","Emissions (N2O)","1986","0.6457","kilotonnes"
"131546","Eastern Africa","Maize (corn)","Emissions (N2O)","1987","0.6377","kilotonnes"
"131547","Eastern Africa","Maize (corn)","Emissions (N2O)","1988","0.6736","kilotonnes"
"131548","Eastern Africa","Maize (corn)","Emissions (N2O)","1989","0.6964","kilotonnes"
"131549","Eastern Africa","Maize (corn)","Emissions (N2O)","1990","0.6729","kilotonnes"
"131550","Eastern Africa","Maize (corn)","Emissions (N2O)","1991","0.654","kilotonnes"
"131551","Eastern Africa","Maize (corn)","Emissions (N2O)","1992","0.6279","kilotonnes"
"131552","Eastern Africa","Maize (corn)","Emissions (N2O)","1993","0.6315","kilotonnes"
"131553","Eastern Africa","Maize (corn)","Emissions (N2O)","1994","0.6784","kilotonnes"
"131554","Eastern Africa","Maize (corn)","Emissions (N2O)","1995","0.6796","kilotonnes"
"131555","Eastern Africa","Maize (corn)","Emissions (N2O)","1996","0.7373","kilotonnes"
"131556","Eastern Africa","Maize (corn)","Emissions (N2O)","1997","0.7298","kilotonnes"
"131557","Eastern Africa","Maize (corn)","Emissions (N2O)","1998","0.7357","kilotonnes"
"131558","Eastern Africa","Maize (corn)","Emissions (N2O)","1999","0.7011","kilotonnes"
"131559","Eastern Africa","Maize (corn)","Emissions (N2O)","2000","0.7038","kilotonnes"
"131560","Eastern Africa","Maize (corn)","Emissions (N2O)","2001","0.7086","kilotonnes"
"131561","Eastern Africa","Maize (corn)","Emissions (N2O)","2002","0.7666","kilotonnes"
"131562","Eastern Africa","Maize (corn)","Emissions (N2O)","2003","0.928","kilotonnes"
"131563","Eastern Africa","Maize (corn)","Emissions (N2O)","2004","0.9099","kilotonnes"
"131564","Eastern Africa","Maize (corn)","Emissions (N2O)","2005","0.994","kilotonnes"
"131565","Eastern Africa","Maize (corn)","Emissions (N2O)","2006","0.9545","kilotonnes"
"131566","Eastern Africa","Maize (corn)","Emissions (N2O)","2007","0.922","kilotonnes"
"131567","Eastern Africa","Maize (corn)","Emissions (N2O)","2008","1.085","kilotonnes"
"131568","Eastern Africa","Maize (corn)","Emissions (N2O)","2009","1.0088","kilotonnes"
"131569","Eastern Africa","Maize (corn)","Emissions (N2O)","2010","1.0604","kilotonnes"
"131570","Eastern Africa","Maize (corn)","Emissions (N2O)","2011","1.1109","kilotonnes"
"131571","Eastern Africa","Maize (corn)","Emissions (N2O)","2012","1.1672","kilotonnes"
"131572","Eastern Africa","Maize (corn)","Emissions (N2O)","2013","1.1698","kilotonnes"
"131573","Eastern Africa","Maize (corn)","Emissions (N2O)","2014","1.1662","kilotonnes"
"131574","Eastern Africa","Maize (corn)","Emissions (N2O)","2015","1.1263","kilotonnes"
"131575","Eastern Africa","Maize (corn)","Emissions (N2O)","2016","1.1683","kilotonnes"
"131576","Eastern Africa","Maize (corn)","Emissions (N2O)","2017","1.1852","kilotonnes"
"131577","Eastern Africa","Maize (corn)","Emissions (N2O)","2018","1.1127","kilotonnes"
"131578","Eastern Africa","Maize (corn)","Emissions (N2O)","2019","1.044","kilotonnes"
"131579","Eastern Africa","Maize (corn)","Emissions (N2O)","2020","1.1947","kilotonnes"
"131580","Eastern Africa","Maize (corn)","Emissions (N2O)","2030","1.1046","kilotonnes"
"131581","Eastern Africa","Maize (corn)","Emissions (N2O)","2050","1.2017","kilotonnes"
"131582","Eastern Africa","Maize (corn)","Emissions (CH4)","1961","15.2782","kilotonnes"
"131583","Eastern Africa","Maize (corn)","Emissions (CH4)","1962","15.5477","kilotonnes"
"131584","Eastern Africa","Maize (corn)","Emissions (CH4)","1963","16.0921","kilotonnes"
"131585","Eastern Africa","Maize (corn)","Emissions (CH4)","1964","16.4851","kilotonnes"
"131586","Eastern Africa","Maize (corn)","Emissions (CH4)","1965","17.9037","kilotonnes"
"131587","Eastern Africa","Maize (corn)","Emissions (CH4)","1966","18.2027","kilotonnes"
"131588","Eastern Africa","Maize (corn)","Emissions (CH4)","1967","18.3333","kilotonnes"
"131589","Eastern Africa","Maize (corn)","Emissions (CH4)","1968","18.9427","kilotonnes"
"131590","Eastern Africa","Maize (corn)","Emissions (CH4)","1969","19.5629","kilotonnes"
"131591","Eastern Africa","Maize (corn)","Emissions (CH4)","1970","18.6075","kilotonnes"
"131592","Eastern Africa","Maize (corn)","Emissions (CH4)","1971","19.0021","kilotonnes"
"131593","Eastern Africa","Maize (corn)","Emissions (CH4)","1972","20.3574","kilotonnes"
"131594","Eastern Africa","Maize (corn)","Emissions (CH4)","1973","20.5312","kilotonnes"
"131595","Eastern Africa","Maize (corn)","Emissions (CH4)","1974","21.9934","kilotonnes"
"131596","Eastern Africa","Maize (corn)","Emissions (CH4)","1975","21.0682","kilotonnes"
"131597","Eastern Africa","Maize (corn)","Emissions (CH4)","1976","22.3951","kilotonnes"
"131598","Eastern Africa","Maize (corn)","Emissions (CH4)","1977","21.1983","kilotonnes"
"131599","Eastern Africa","Maize (corn)","Emissions (CH4)","1978","21.8381","kilotonnes"
"131600","Eastern Africa","Maize (corn)","Emissions (CH4)","1979","19.986","kilotonnes"
"131601","Eastern Africa","Maize (corn)","Emissions (CH4)","1980","20.731","kilotonnes"
"131602","Eastern Africa","Maize (corn)","Emissions (CH4)","1981","20.6542","kilotonnes"
"131603","Eastern Africa","Maize (corn)","Emissions (CH4)","1982","21.0355","kilotonnes"
"131604","Eastern Africa","Maize (corn)","Emissions (CH4)","1983","21.7668","kilotonnes"
"131605","Eastern Africa","Maize (corn)","Emissions (CH4)","1984","21.5346","kilotonnes"
"131606","Eastern Africa","Maize (corn)","Emissions (CH4)","1985","23.6214","kilotonnes"
"131607","Eastern Africa","Maize (corn)","Emissions (CH4)","1986","24.9042","kilotonnes"
"131608","Eastern Africa","Maize (corn)","Emissions (CH4)","1987","24.5953","kilotonnes"
"131609","Eastern Africa","Maize (corn)","Emissions (CH4)","1988","25.9816","kilotonnes"
"131610","Eastern Africa","Maize (corn)","Emissions (CH4)","1989","26.8622","kilotonnes"
"131611","Eastern Africa","Maize (corn)","Emissions (CH4)","1990","25.9558","kilotonnes"
"131612","Eastern Africa","Maize (corn)","Emissions (CH4)","1991","25.2251","kilotonnes"
"131613","Eastern Africa","Maize (corn)","Emissions (CH4)","1992","24.2172","kilotonnes"
"131614","Eastern Africa","Maize (corn)","Emissions (CH4)","1993","24.3591","kilotonnes"
"131615","Eastern Africa","Maize (corn)","Emissions (CH4)","1994","26.1655","kilotonnes"
"131616","Eastern Africa","Maize (corn)","Emissions (CH4)","1995","26.2134","kilotonnes"
"131617","Eastern Africa","Maize (corn)","Emissions (CH4)","1996","28.4384","kilotonnes"
"131618","Eastern Africa","Maize (corn)","Emissions (CH4)","1997","28.1507","kilotonnes"
"131619","Eastern Africa","Maize (corn)","Emissions (CH4)","1998","28.3753","kilotonnes"
"131620","Eastern Africa","Maize (corn)","Emissions (CH4)","1999","27.0424","kilotonnes"
"131621","Eastern Africa","Maize (corn)","Emissions (CH4)","2000","27.1481","kilotonnes"
"131622","Eastern Africa","Maize (corn)","Emissions (CH4)","2001","27.3305","kilotonnes"
"131623","Eastern Africa","Maize (corn)","Emissions (CH4)","2002","29.5695","kilotonnes"
"131624","Eastern Africa","Maize (corn)","Emissions (CH4)","2003","35.7948","kilotonnes"
"131625","Eastern Africa","Maize (corn)","Emissions (CH4)","2004","35.0949","kilotonnes"
"131626","Eastern Africa","Maize (corn)","Emissions (CH4)","2005","38.3388","kilotonnes"
"131627","Eastern Africa","Maize (corn)","Emissions (CH4)","2006","36.8161","kilotonnes"
"131628","Eastern Africa","Maize (corn)","Emissions (CH4)","2007","35.5642","kilotonnes"
"131629","Eastern Africa","Maize (corn)","Emissions (CH4)","2008","41.8517","kilotonnes"
"131630","Eastern Africa","Maize (corn)","Emissions (CH4)","2009","38.9108","kilotonnes"
"131631","Eastern Africa","Maize (corn)","Emissions (CH4)","2010","40.9017","kilotonnes"
"131632","Eastern Africa","Maize (corn)","Emissions (CH4)","2011","42.8488","kilotonnes"
"131633","Eastern Africa","Maize (corn)","Emissions (CH4)","2012","45.0192","kilotonnes"
"131634","Eastern Africa","Maize (corn)","Emissions (CH4)","2013","45.1205","kilotonnes"
"131635","Eastern Africa","Maize (corn)","Emissions (CH4)","2014","44.9819","kilotonnes"
"131636","Eastern Africa","Maize (corn)","Emissions (CH4)","2015","43.4425","kilotonnes"
"131637","Eastern Africa","Maize (corn)","Emissions (CH4)","2016","45.0611","kilotonnes"
"131638","Eastern Africa","Maize (corn)","Emissions (CH4)","2017","45.7163","kilotonnes"
